id_df|id|tweet|id_autor|geolocation|metrics|source|created_at
55|1523860682051145729|@lamayaquehabla @sergio_fajardo al bagazo  poco caso no le pare bolas a lo que no es importante  seguimos   #fajardomurillopresidente|223134482||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:01:13+00:00
56|1523860666737737729|@sergio_fajardo pendejo usted se quemó y elimino solo cuando voto en blanco y se fue a ver ballenas |2664429599||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:01:09+00:00
57|1523860665991061504|@mariafdacabal así actúan los soberbios cuando están derrotado isabel zuleta  que horror  y bueno ya sabes @sergio_fajardo cómo son los hipócritas y falsos del pacto |1461714238204956672||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:01:09+00:00
58|1523860602363424768|@camiloenz @ingrodolfohdez @sergio_fajardo no es más fácil que fajardo se baje y apoye al ing?? pero no  nos condenas a 4 años más de extremismos   |1212089028683558912||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:00:54+00:00
59|1523860581480116224|@johnmiltonr_ @sergio_fajardo @ficogutierrez @petrogustavo este caradura mostrando el cobre y mal olor d los $ del obolo sin pagar impuesto x el negocio d la fe|912329444232253440||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:00:49+00:00
60|1523860576551776256|@johnmiltonr_ @sergio_fajardo @ficogutierrez @petrogustavo jajaja mijo tratando de hacerle guiño  guiño  muy simpatizante sumercé !! 🤣🤣porque más quemado pa dónde!|879041732||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:00:48+00:00
61|1523860554233831437|@juan0bogota @angelicalozanoc @sergio_fajardo #siemprehayuntrino @fdbedout #pactodecorruptos #paracosconpetro |384491927||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:00:42+00:00
62|1523860551121657858|@sen_ya_sen @alejoangel1200 @mirandabogota @isazuleta @sergio_fajardo usted no le ve nada de malo porque es un zombie que nada va a cambiar su postura de que petro lo va a sacar de pobre  cosa que no va a pasar; por eso no le ve lo malo  la marihuanera expresa claramente que su propósito de campaña fue quemar fajardo |4009980987||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for iPhone|2022-05-10 03:00:42+00:00
63|1523860537045659648|"@dianaorozco5 si  un sector diferente a quienes les aplica el dicho ""más vale malo conocido que bueno por conocer""  así lo demostró @sergio_fajardo hace 4 años "|4896287163||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:00:38+00:00
64|1523860535950860288|petro es involucion  cambio para peor  @ficogutierrez @eltiempo @noticiascaracol @elespectador @ficogutierrezz @cnnee @ingrodolfohdez @sergio_fajardo @enrique_gomezm @ibetancourtcol|1563888248||{'retweet_count': 1, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}|Twitter for iPhone|2022-05-10 03:00:38+00:00
65|1523860519031132160|@eltiempo @petrogustavo @sergio_fajardo eso se sabía    estos están desde hace meses listos para unirse|315543564||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:00:34+00:00
66|1523860513796628481|@sergiolondoluna @jennifer_urbina @sergio_fajardo |67135621||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:00:33+00:00
